From	Entry	Reviewed	Entry Name	Protein names
SL9A2_MOUSE	Q3ZAS0	reviewed	SL9A2_MOUSE	Sodium/hydrogen exchanger 2 (Na(+)/H(+) exchanger 2) (NHE-2) (Sodium/hydrogen exchanger) (Solute carrier family 9 member 2)
CSF2R_HUMAN	P15509	reviewed	CSF2R_HUMAN	Granulocyte-macrophage colony-stimulating factor receptor subunit alpha (GM-CSF-R-alpha) (GMCSFR-alpha) (GMR-alpha) (CDw116) (CD antigen CD116)
HAB4S_XENLA	Q6NRY1	reviewed	HAB4S_XENLA	Intracellular hyaluronan-binding protein 4.S
MRPP3_DROME	Q9W413	reviewed	MRPP3_DROME	Mitochondrial ribonuclease P catalytic subunit (EC 3.1.26.5) (Mitochondrial ribonuclease P protein 3) (Mitochondrial RNase P protein 3) (Protein mulder) (Protein only RNase P catalytic subunit)
SERB1_HUMAN	Q8NC51	reviewed	SERB1_HUMAN	SERPINE1 mRNA-binding protein 1 (PAI1 RNA-binding protein 1) (PAI-RBP1) (Plasminogen activator inhibitor 1 RNA-binding protein)
UCP4_MOUSE	Q9D6D0	reviewed	UCP4_MOUSE	Mitochondrial uncoupling protein 4 (UCP 4) (Solute carrier family 25, member 27)
TGON2_HUMAN	O43493	reviewed	TGON2_HUMAN	Trans-Golgi network integral membrane protein 2 (Trans-Golgi network glycoprotein 46) (TGN38 homolog) (hTGN46) (Trans-Golgi network glycoprotein 48) (hTGN48) (Trans-Golgi network glycoprotein 51) (hTGN51) (Trans-Golgi network protein 2)
GAPD1_HUMAN	Q14C86	reviewed	GAPD1_HUMAN	GTPase-activating protein and VPS9 domain-containing protein 1 (GAPex-5) (Rab5-activating protein 6)
APBB1_HUMAN	O00213	reviewed	APBB1_HUMAN	Amyloid beta precursor protein binding family B member 1 (Amyloid-beta A4 precursor protein-binding family B member 1) (Protein Fe65)
MK09_HUMAN	P45984	reviewed	MK09_HUMAN	Mitogen-activated protein kinase 9 (MAP kinase 9) (MAPK 9) (EC 2.7.11.24) (JNK-55) (Stress-activated protein kinase 1a) (SAPK1a) (Stress-activated protein kinase JNK2) (c-Jun N-terminal kinase 2)
BAG6_HUMAN	P46379	reviewed	BAG6_HUMAN	Large proline-rich protein BAG6 (BAG family molecular chaperone regulator 6) (BCL2-associated athanogene 6) (BAG-6) (HLA-B-associated transcript 3) (Protein G3) (Protein Scythe)
EST1A_DANRE	A0A0R4IZ84	reviewed	EST1A_DANRE	Telomerase-binding protein EST1A (EC 3.1.-.-) (Ever shorter telomeres 1A) (Nonsense mediated mRNA decay factor SMG6) (Smg-6 homolog)
NDUA3_DROME	Q9W380	reviewed	NDUA3_DROME	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 (NADH:ubiquinone oxidoreductase subunit A3) (Protein purriato)
PLCE1_HUMAN	Q9P212	reviewed	PLCE1_HUMAN	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 (EC 3.1.4.11) (Pancreas-enriched phospholipase C) (Phosphoinositide phospholipase C-epsilon-1) (Phospholipase C-epsilon-1) (PLC-epsilon-1)
CC146_MOUSE	E9Q9F7	reviewed	CC146_MOUSE	Coiled-coil domain-containing protein 146
KDSR_DANRE	F1QWW8	reviewed	KDSR_DANRE	3-dehydrosphinganine reductase (EC 1.1.1.102)
PRC2A_HUMAN	P48634	reviewed	PRC2A_HUMAN	Protein PRRC2A (HLA-B-associated transcript 2) (Large proline-rich protein BAT2) (Proline-rich and coiled-coil-containing protein 2A) (Protein G2)
B3A3_DANRE	A0A096X8J7	reviewed	B3A3_DANRE	Anion exchange protein 3 (AE 3) (Solute carrier family 4 member 3)
UNC80_HUMAN	Q8N2C7	reviewed	UNC80_HUMAN	Protein unc-80 homolog
MCL1_HUMAN	Q07820	reviewed	MCL1_HUMAN	Induced myeloid leukemia cell differentiation protein Mcl-1 (Bcl-2-like protein 3) (Bcl2-L-3) (Bcl-2-related protein EAT/mcl1) (mcl1/EAT)
MDN1_ARATH	A0A1P8AUY4	reviewed	MDN1_ARATH	Midasin (AtMDN1) (Dynein-related AAA-ATPase MDN1) (MIDAS-containing protein 1) (Protein DWARF AND SHORT ROOT 1)
MNM1_ARATH	Q8L7T9	reviewed	MNM1_ARATH	Protein METABOLIC NETWORK MODULATOR 1
CDKL3_MOUSE	Q8BLF2	reviewed	CDKL3_MOUSE	Cyclin-dependent kinase-like 3 (EC 2.7.11.22)
NR0B1_RAT	P70503	reviewed	NR0B1_RAT	Nuclear receptor subfamily 0 group B member 1 (Nuclear receptor DAX-1)
KAD9_HUMAN	Q5TCS8	reviewed	KAD9_HUMAN	Adenylate kinase 9 (EC 2.7.4.4) (EC 2.7.4.6) (Adenylate kinase domain-containing protein 1) (Adenylate kinase domain-containing protein 2)
GPX3_MOUSE	P46412	reviewed	GPX3_MOUSE	Glutathione peroxidase 3 (GPx-3) (GSHPx-3) (EC 1.11.1.9) (Plasma glutathione peroxidase) (GPx-P) (GSHPx-P)
SHEP_DROME	Q8MSV2	reviewed	SHEP_DROME	Protein alan shepard
CSPG2_HUMAN	P13611	reviewed	CSPG2_HUMAN	Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Chondroitin sulfate proteoglycan 2) (Glial hyaluronate-binding protein) (GHAP) (Large fibroblast proteoglycan) (PG-M)
CO6A5_HUMAN	A8TX70	reviewed	CO6A5_HUMAN	Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4)
RYR_DROME	Q24498	reviewed	RYR_DROME	Ryanodine receptor (Ryanodine receptor 44F)
PSB5_HUMAN	P28074	reviewed	PSB5_HUMAN	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit MB1) (Proteasome subunit X) (Proteasome subunit beta-5) (beta-5)
MELT_HUMAN	Q14D04	reviewed	MELT_HUMAN	Ventricular zone-expressed PH domain-containing protein homolog 1 (Protein melted)
PSMD1_HUMAN	Q99460	reviewed	PSMD1_HUMAN	26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory subunit RPN2) (26S proteasome regulatory subunit S1) (26S proteasome subunit p112)
DACH1_HUMAN	Q9UI36	reviewed	DACH1_HUMAN	Dachshund homolog 1 (Dach1)
P2RX7_HUMAN	Q99572	reviewed	P2RX7_HUMAN	P2X purinoceptor 7 (P2X7) (ATP receptor) (P2Z receptor) (Purinergic receptor)
SVEP1_MOUSE	A2AVA0	reviewed	SVEP1_MOUSE	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)
RBP2_MOUSE	Q9ERU9	reviewed	RBP2_MOUSE	E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (Ran-binding protein 2) (RanBP2)
RL7A_CANAL	A0A1D8PDL6	reviewed	RL7A_CANAL	Large ribosomal subunit protein uL30 (60S ribosomal protein L7-A)
NDRP2_ARATH	Q9XI93	reviewed	NDRP2_ARATH	Nodulin-related protein 2
CA043_HUMAN	Q9BWL3	reviewed	CA043_HUMAN	Protein C1orf43 (Hepatitis C virus NS5A-transactivated protein 4) (HCV NS5A-transactivated protein 4) (Protein NICE-3) (S863-3)
S405_ARATH	Q9SAA7	reviewed	S405_ARATH	Protein S40-5 (AtS40-5)
RYR1_RAT	F1LMY4	reviewed	RYR1_RAT	Ryanodine receptor 1 (RYR-1) (RyR1) (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-type ryanodine receptor) (Type 1 ryanodine receptor)
DTNA_HUMAN	Q9Y4J8	reviewed	DTNA_HUMAN	Dystrobrevin alpha (DTN-A) (Alpha-dystrobrevin) (Dystrophin-related protein 3)
VWA1_DANRE	E7FF10	reviewed	VWA1_DANRE	von Willebrand factor A domain-containing protein 1
RACK1_MOUSE	P68040	reviewed	RACK1_MOUSE	Small ribosomal subunit protein RACK1 (12-3) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Receptor for activated C kinase) (Receptor of activated protein C kinase 1) (Receptor of activated protein kinase C 1) (p205) [Cleaved into: Small ribosomal subunit protein RACK1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed) (Receptor of activated protein C kinase 1, N-terminally processed)]
ENAP1_ARATH	Q8VZI9	reviewed	ENAP1_ARATH	Trihelix transcription factor ENAP1 (Trihelix DNA-binding protein ENAP1) (Agrobacterium tumefaciens VirF-interacting protein 3) (EIN2 nuclear associated protein 1)
NS1BP_MOUSE	Q920Q8	reviewed	NS1BP_MOUSE	Influenza virus NS1A-binding protein homolog (NS1-BP) (NS1-binding protein homolog) (Kelch family protein Nd1-L) (ND1-L2) (Nd1-S)
SAM9L_HUMAN	Q8IVG5	reviewed	SAM9L_HUMAN	Sterile alpha motif domain-containing protein 9-like (SAM domain-containing protein 9-like)
ERR3_HUMAN	P62508	reviewed	ERR3_HUMAN	Estrogen-related receptor gamma (ERR gamma-2) (Estrogen receptor-related protein 3) (Nuclear receptor subfamily 3 group B member 3)
PIF3_ARATH	O80536	reviewed	PIF3_ARATH	Transcription factor PIF3 (Basic helix-loop-helix protein 8) (AtbHLH8) (bHLH 8) (Phytochrome-associated protein 3) (Phytochrome-interacting factor 3) (Transcription factor EN 100) (bHLH transcription factor bHLH008)
CHIA_ARATH	P19172	reviewed	CHIA_ARATH	Acidic endochitinase (EC 3.2.1.14)
FRQ2_DROME	Q9VWX8	reviewed	FRQ2_DROME	Frequenin-2
BCHA1_ARATH	F4HZB2	reviewed	BCHA1_ARATH	Protein SPIRRIG (BEACH domain-containing protein A1) (BEACH-domain homolog A1)
OSBL6_HUMAN	Q9BZF3	reviewed	OSBL6_HUMAN	Oxysterol-binding protein-related protein 6 (ORP-6) (OSBP-related protein 6)
TAL1A_DROME	C0HJX4	reviewed	TAL1A_DROME	Peptide tarsal-less 1A (Peptide polished rice 1)
H4_MOUSE	P62806	reviewed	H4_MOUSE	Histone H4
ANR17_HUMAN	O75179	reviewed	ANR17_HUMAN	Ankyrin repeat domain-containing protein 17 (Gene trap ankyrin repeat protein) (Serologically defined breast cancer antigen NY-BR-16)
NDNF_DROME	Q9W192	reviewed	NDNF_DROME	Protein NDNF (Neuron-derived neurotrophic-like factor) (Protein Nord)
NFASC_HUMAN	O94856	reviewed	NFASC_HUMAN	Neurofascin
AHNK2_HUMAN	Q8IVF2	reviewed	AHNK2_HUMAN	Protein AHNAK2
RBRP_HUMAN	C0HM01	reviewed	RBRP_HUMAN	Putative RNA-binding regulatory peptide (RBRP) (Septin 14 pseudogene 20)
NOTC1_MOUSE	Q01705	reviewed	NOTC1_MOUSE	Neurogenic locus notch homolog protein 1 (Notch 1) (Motch A) (mT14) (p300) [Cleaved into: Notch 1 extracellular truncation (NEXT); Notch 1 intracellular domain (NICD)]
WHRN_HUMAN	Q9P202	reviewed	WHRN_HUMAN	Whirlin (Autosomal recessive deafness type 31 protein)
A29AB_DROME	O46197	reviewed	A29AB_DROME	Accessory gland protein Acp29AB
ACT1_DICDI	P07830	reviewed	ACT1_DICDI	Major actin (EC 3.6.4.-) (Actin A1) (Actin A12) (Actin A8) (Actin III) (Actin M6) (Actin-1) (Actin-11) (Actin-12) (Actin-13) (Actin-14) (Actin-15) (Actin-16) (Actin-19) (Actin-2) (Actin-2-sub 1) (Actin-20) (Actin-21) (Actin-3a) (Actin-4) (Actin-5) (Actin-6) (Actin-7) (Actin-8) (Actin-9) (Actin-IEL1)
FBN2_HUMAN	P35556	reviewed	FBN2_HUMAN	Fibrillin-2 [Cleaved into: Placensin]
MSRB_DROME	Q8INK9	reviewed	MSRB_DROME	Methionine-R-sulfoxide reductase B1 (EC 1.8.4.12) (Selenoprotein R)
PCD15_MOUSE	Q99PJ1	reviewed	PCD15_MOUSE	Protocadherin-15
UBP54_HUMAN	Q70EL1	reviewed	UBP54_HUMAN	Ubiquitin carboxyl-terminal hydrolase 54 (EC 3.4.19.12) (Ubiquitin-specific peptidase 54)
MDN1_HUMAN	Q9NU22	reviewed	MDN1_HUMAN	Midasin (Dynein-related AAA-ATPase MDN1) (MIDAS-containing protein)
DAB1_HUMAN	O75553	reviewed	DAB1_HUMAN	Disabled homolog 1
OSA_DROME	Q8IN94	reviewed	OSA_DROME	Trithorax group protein osa (Protein eyelid)
SELN_DANRE	Q3Y4E2	reviewed	SELN_DANRE	Selenoprotein N (SePN) (SelN)
PLAL1_HUMAN	Q9UM63	reviewed	PLAL1_HUMAN	Zinc finger protein PLAGL1 (Lost on transformation 1) (LOT-1) (Pleiomorphic adenoma-like protein 1) (Tumor suppressor ZAC)
GPX4_MOUSE	O70325	reviewed	GPX4_MOUSE	Phospholipid hydroperoxide glutathione peroxidase GPX4 (PHGPx) (EC 1.11.1.12) (Glutathione peroxidase 4) (GPx-4) (GSHPx-4) (EC 1.11.1.9)
Y2801_DICDI	Q54S52	reviewed	Y2801_DICDI	Protein PIEZO homolog
CSTM6_ARATH	Q9SKX9	reviewed	CSTM6_ARATH	Protein CYSTEINE-RICH TRANSMEMBRANE MODULE 6 (AthCYSTM6)
LST2_HUMAN	Q9HCC9	reviewed	LST2_HUMAN	Lateral signaling target protein 2 homolog (hLst2) (Zinc finger FYVE domain-containing protein 28)
KELC_DROME	Q04652	reviewed	KELC_DROME	Ring canal kelch protein [Cleaved into: Kelch short protein]
NDUS3_CANAL	A0A1D8PJ73	reviewed	NDUS3_CANAL	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 7.1.1.2)
DIC_RAT	O89035	reviewed	DIC_RAT	Mitochondrial dicarboxylate carrier (DIC) (Solute carrier family 25 member 10)
RTRV_DROME	Q9VZ21	reviewed	RTRV_DROME	UPAR/Ly6 domain-containing protein rtv (Protein retroactive)
TAZ_HUMAN	Q16635	reviewed	TAZ_HUMAN	Tafazzin (Taz) (EC 2.3.1.-) (Protein G4.5)
PIE_DROME	Q9VKW2	reviewed	PIE_DROME	Pineapple eye protein
PSG1_HUMAN	P11464	reviewed	PSG1_HUMAN	Pregnancy-specific beta-1-glycoprotein 1 (PS-beta-G-1) (PSBG-1) (Pregnancy-specific glycoprotein 1) (CD66 antigen-like family member F) (Fetal liver non-specific cross-reactive antigen 1/2) (FL-NCA-1/2) (PSG95) (Pregnancy-specific beta-1 glycoprotein C/D) (PS-beta-C/D) (CD antigen CD66f)
PWP2B_MOUSE	E9Q9M8	reviewed	PWP2B_MOUSE	PWWP domain-containing protein 2B
1433Z_HUMAN	P63104	reviewed	1433Z_HUMAN	14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1)
DYHC1_RAT	P38650	reviewed	DYHC1_RAT	Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic) (MAP 1C)
ADH1_ARATH	P06525	reviewed	ADH1_ARATH	Alcohol dehydrogenase class-P (AtADH) (EC 1.1.1.1)
RIN13_ARATH	Q9SK71	reviewed	RIN13_ARATH	RPM1 interacting protein 13
LPW_ECOLI	P0AD92	reviewed	LPW_ECOLI	trp operon leader peptide
CSTN1_DANRE	F1R520	reviewed	CSTN1_DANRE	Calsyntenin-1
ELF1_DROME	P13002	reviewed	ELF1_DROME	Protein grainyhead (DNA-binding protein ELF-1) (Element I-binding activity) (Protein grainy-head) (Transcription factor NTF-1)
RL20B_CANAL	A0A1D8PLC9	reviewed	RL20B_CANAL	Large ribosomal subunit protein eL20 (60S ribosomal protein L20-B)
AT2A3_HUMAN	Q93084	reviewed	AT2A3_HUMAN	Sarcoplasmic/endoplasmic reticulum calcium ATPase 3 (SERCA3) (SR Ca(2+)-ATPase 3) (EC 7.2.2.10) (Calcium pump 3)
RPP21_HUMAN	Q9H633	reviewed	RPP21_HUMAN	Ribonuclease P protein subunit p21 (RNaseP protein p21) (Ribonuclease P/MRP 21 kDa subunit) (Ribonucleoprotein V)
PTN6_MOUSE	P29351	reviewed	PTN6_MOUSE	Tyrosine-protein phosphatase non-receptor type 6 (EC 3.1.3.48) (70Z-SHP) (Hematopoietic cell protein-tyrosine phosphatase) (PTPTY-42) (Protein-tyrosine phosphatase 1C) (PTP-1C) (SH-PTP1) (SHP-1)
HMNL_RAT	C0HLU6	reviewed	HMNL_RAT	Humanin-like protein (HNr) (Rattin)
AIPP1_ARATH	Q9LNE8	reviewed	AIPP1_ARATH	ASI1-immunoprecipitated protein 1 (Protein ENHANCED DOWNY MILDEW 3)
NSMF_HUMAN	Q6X4W1	reviewed	NSMF_HUMAN	NMDA receptor synaptonuclear signaling and neuronal migration factor (Nasal embryonic luteinizing hormone-releasing hormone factor) (Nasal embryonic LHRH factor)
ZGPAT_HUMAN	Q8N5A5	reviewed	ZGPAT_HUMAN	Zinc finger CCCH-type with G patch domain-containing protein (G patch domain-containing protein 6) (Zinc finger CCCH domain-containing protein 9) (Zinc finger and G patch domain-containing protein)
ALKB6_ARATH	Q9SUP1	reviewed	ALKB6_ARATH	Alkylated DNA repair protein ALKBH6 homolog (EC 1.14.11.-) (Alpha-ketoglutarate-dependent dioxygenase B homolog 6) (AtALKBH6) (Protein ALKB HOMOLOG 6)
GPX1_RAT	P04041	reviewed	GPX1_RAT	Glutathione peroxidase 1 (GPx-1) (GSHPx-1) (EC 1.11.1.9) (Cellular glutathione peroxidase) (Phospholipid-hydroperoxide glutathione peroxidase GPX1) (EC 1.11.1.12)
RBM15_HUMAN	Q96T37	reviewed	RBM15_HUMAN	RNA-binding protein 15 (One-twenty two protein 1) (RNA-binding motif protein 15)
MYNN_HUMAN	Q9NPC7	reviewed	MYNN_HUMAN	Myoneurin (Zinc finger and BTB domain-containing protein 31)
GRP19_ARATH	Q42574	reviewed	GRP19_ARATH	Tapetal oleosin GRP-19 (T-oleosin GRP-19) (Glycine-rich protein 19) (AtGRP19) (Oleopollenin GRP-19) (Putative glycine-rich protein 1) (PutG-1)
RARA_XENLA	P51126	reviewed	RARA_XENLA	Retinoic acid receptor alpha (RAR-alpha) (Nuclear receptor subfamily 1 group B member 1)
NRG1_MOUSE	Q6DR98	reviewed	NRG1_MOUSE	Pro-neuregulin-1, membrane-bound isoform (Pro-NRG1) [Cleaved into: Neuregulin-1 (Acetylcholine receptor-inducing activity) (ARIA) (Glial growth factor) (Heregulin) (HRG) (Neu differentiation factor) (Sensory and motor neuron-derived factor)]
PKS2_DICDI	Q55DM7	reviewed	PKS2_DICDI	Probable polyketide synthase 2 (dipks2) (EC 2.3.1.-)
YCP4_CANAL	A0A1D8PT03	reviewed	YCP4_CANAL	NAD(P)H quinone oxidoreductase YCP4 (EC 1.6.5.2) (Flavodoxin-like protein YCP4) (FLP YCP4)
THMS2_HUMAN	Q5TEJ8	reviewed	THMS2_HUMAN	Protein THEMIS2 (Induced by contact to basement membrane 1 protein) (Protein ICB-1) (Thymocyte-expressed molecule involved in selection protein 2)
MUC5A_HUMAN	P98088	reviewed	MUC5A_HUMAN	Mucin-5AC (MUC-5AC) (Gastric mucin) (Major airway glycoprotein) (Mucin-5 subtype AC, tracheobronchial) (Tracheobronchial mucin) (TBM)
CHIO_HUMAN	P52757	reviewed	CHIO_HUMAN	Beta-chimaerin (Beta-chimerin) (Rho GTPase-activating protein 3)
ODO1_MOUSE	Q60597	reviewed	ODO1_MOUSE	2-oxoglutarate dehydrogenase complex component E1 (E1o) (OGDC-E1) (OGDH-E1) (EC 1.2.4.2) (2-oxoglutarate dehydrogenase, mitochondrial) (Alpha-ketoglutarate dehydrogenase) (Alpha-KGDH-E1) (Thiamine diphosphate (ThDP)-dependent 2-oxoglutarate dehydrogenase)
BICL1_DANRE	P0CF95	reviewed	BICL1_DANRE	BICD family-like cargo adapter 1 (Bicaudal D-related protein 1) (BICD-related protein 1) (BICDR-1) (Coiled-coil domain-containing protein 64A)
TM249_MOUSE	A0A2R8VHF7	reviewed	TM249_MOUSE	Cation channel sperm-associated auxiliary subunit TMEM249 (Transmembrane protein 249)
AMFR_DANRE	F1QB30	reviewed	AMFR_DANRE	E3 ubiquitin-protein ligase AMFR (EC 2.3.2.36) (Autocrine motility factor receptor) (AMF receptor)
SPA9_HUMAN	Q86WD7	reviewed	SPA9_HUMAN	Serpin A9 (Centerin) (Germinal center B-cell-expressed transcript 1 protein)
CSPG2_RAT	Q9ERB4	reviewed	CSPG2_RAT	Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Chondroitin sulfate proteoglycan 2) (Glial hyaluronate-binding protein) (GHAP) (Large fibroblast proteoglycan) (PG-M)
CTNA1_DANRE	Q9PVF8	reviewed	CTNA1_DANRE	Catenin alpha-1 (Alpha E-catenin)
SYVM_HUMAN	Q5ST30	reviewed	SYVM_HUMAN	Valine--tRNA ligase, mitochondrial (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS) (Valyl-tRNA synthetase-like)
AMD_HUMAN	P19021	reviewed	AMD_HUMAN	Peptidyl-glycine alpha-amidating monooxygenase (PAM) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase (PHM) (EC 1.14.17.3); Peptidyl-alpha-hydroxyglycine alpha-amidating lyase (EC 4.3.2.5) (Peptidylamidoglycolate lyase) (PAL)]
ZN418_MOUSE	Q8BFS8	reviewed	ZN418_MOUSE	Zinc finger protein 418
RPGR_HUMAN	Q92834	reviewed	RPGR_HUMAN	X-linked retinitis pigmentosa GTPase regulator
SEP15_RAT	Q923V8	reviewed	SEP15_RAT	Selenoprotein F (15 kDa selenoprotein)
MBD1_HUMAN	Q9UIS9	reviewed	MBD1_HUMAN	Methyl-CpG-binding domain protein 1 (CXXC-type zinc finger protein 3) (Methyl-CpG-binding protein MBD1) (Protein containing methyl-CpG-binding domain 1)
PATS1_DICDI	Q55E58	reviewed	PATS1_DICDI	Probable serine/threonine-protein kinase pats1 (EC 2.7.11.1) (Protein associated with the transduction of signal 1)
RCAN1_HUMAN	P53805	reviewed	RCAN1_HUMAN	Calcipressin-1 (Adapt78) (Down syndrome critical region protein 1) (Myocyte-enriched calcineurin-interacting protein 1) (MCIP1) (Regulator of calcineurin 1)
SEM5C_DROME	Q9VTT0	reviewed	SEM5C_DROME	Semaphorin 5c
VPS38_ARATH	Q8S9J3	reviewed	VPS38_ARATH	Vacuolar protein sorting 38 (Protein UNFLATTENED AND SMALL LEAVES 1)
RAF24_ARATH	O64768	reviewed	RAF24_ARATH	RAF-like serine/threonine-protein kinase 24 (EC 2.7.11.1) (Serine/threonine/Tyrosine protein kinase 2)
SAU26_ARATH	Q6NMM4	reviewed	SAU26_ARATH	Auxin-responsive protein SAUR26 (Protein SMALL AUXIN UP RNA 26)
ATR_ARATH	Q9FKS4	reviewed	ATR_ARATH	Serine/threonine-protein kinase ATR (AtATR) (EC 2.7.11.1) (Ataxia telangiectasia-mutated and Rad3-related homolog) (DNA repair protein ATR) (Rad3-like protein) (AtRAD3)
PUS7_DROME	Q9VSK9	reviewed	PUS7_DROME	Pseudouridylate synthase 7 homolog (EC 5.4.99.-)
MYCB2_DANRE	F1RD40	reviewed	MYCB2_DANRE	E3 ubiquitin-protein ligase MYCBP2 (EC 2.3.2.33) (Myc-binding protein 2) (Protein Esrom)
SMOX_MOUSE	Q99K82	reviewed	SMOX_MOUSE	Spermine oxidase (EC 1.5.3.16) (Polyamine oxidase 1) (PAO-1) (PAOh1)
DYIN_DROME	Q24246	reviewed	DYIN_DROME	Cytoplasmic dynein 1 intermediate chain (DH IC) (Dynein intermediate chain, cytosolic) (Protein short wing)
PDUN_SALTY	Q9XDN3	reviewed	PDUN_SALTY	Bacterial microcompartment shell vertex protein PduN (Bacterial microcompartment protein pentamer) (BMC-P) (Propanediol utilization protein PduN)
OBSCN_HUMAN	Q5VST9	reviewed	OBSCN_HUMAN	Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK)
TRNT1_DANRE	F6NXI9	reviewed	TRNT1_DANRE	CCA tRNA nucleotidyltransferase 1, mitochondrial (EC 2.7.7.72)
ERG24_CANAL	A0A1D8PIC7	reviewed	ERG24_CANAL	Delta(14)-sterol reductase ERG24 (EC 1.3.1.70) (C-14 sterol reductase ERG24) (Sterol C14-reductase ERG24)
TEFF2_HUMAN	Q9UIK5	reviewed	TEFF2_HUMAN	Tomoregulin-2 (TR-2) (Hyperplastic polyposis protein 1) (Transmembrane protein with EGF-like and two follistatin-like domains)
RAB5_DROME	Q9V3I2	reviewed	RAB5_DROME	Ras-related protein Rab5 (Drab5) (EC 3.6.5.2) (Small monomeric GTPase Rab5)
LYSET_RAT	F1LXS7	reviewed	LYSET_RAT	Lysosomal enzyme trafficking factor (Transmembrane protein 251)
ACS2L_HUMAN	Q9NUB1	reviewed	ACS2L_HUMAN	Acetyl-coenzyme A synthetase 2-like, mitochondrial (EC 6.2.1.1) (Acetate--CoA ligase 2) (Acetyl-CoA synthetase 2) (AceCS2) (Acyl-CoA synthetase short-chain family member 1) (Propionate--CoA ligase) (EC 6.2.1.17)
FRAS1_MOUSE	Q80T14	reviewed	FRAS1_MOUSE	Extracellular matrix organizing protein FRAS1
WDFY3_MOUSE	Q6VNB8	reviewed	WDFY3_MOUSE	WD repeat and FYVE domain-containing protein 3 (Beach domain, WD repeat and FYVE domain-containing protein 1) (BWF1)
NR1I2_HUMAN	O75469	reviewed	NR1I2_HUMAN	Nuclear receptor subfamily 1 group I member 2 (Orphan nuclear receptor PAR1) (Orphan nuclear receptor PXR) (Pregnane X receptor) (Steroid and xenobiotic receptor) (SXR)
CAMP3_MOUSE	Q80VC9	reviewed	CAMP3_MOUSE	Calmodulin-regulated spectrin-associated protein 3 (Marshalin) (Protein Nezha)
CTND1_HUMAN	O60716	reviewed	CTND1_HUMAN	Catenin delta-1 (Cadherin-associated Src substrate) (CAS) (p120 catenin) (p120(ctn)) (p120(cas))
INT7_HUMAN	Q9NVH2	reviewed	INT7_HUMAN	Integrator complex subunit 7 (Int7)
BAM_DROME	P22745	reviewed	BAM_DROME	Protein bag of marbles
SRSF7_DROME	Q9V3V0	reviewed	SRSF7_DROME	Serine/arginine-rich splicing factor x16 (SR family splicing factor 9G8)
ANK1_HUMAN	P16157	reviewed	ANK1_HUMAN	Ankyrin-1 (ANK-1) (Ankyrin-R) (Erythrocyte ankyrin)
ATX3_HUMAN	P54252	reviewed	ATX3_HUMAN	Ataxin-3 (EC 3.4.19.12) (Machado-Joseph disease protein 1) (Spinocerebellar ataxia type 3 protein)
RBM24_RAT	M0R7T6	reviewed	RBM24_RAT	RNA-binding protein 24 (RNA-binding motif protein 24)
EPIPL_MOUSE	Q8R0W0	reviewed	EPIPL_MOUSE	Epiplakin
CDK1_DROME	P23572	reviewed	CDK1_DROME	Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase)
COL11_HUMAN	Q9BWP8	reviewed	COL11_HUMAN	Collectin-11 (Collectin kidney protein 1) (CL-K1)
VWF_MOUSE	Q8CIZ8	reviewed	VWF_MOUSE	von Willebrand factor (vWF) [Cleaved into: von Willebrand antigen 2 (von Willebrand antigen II)]
ITPR2_RAT	P29995	reviewed	ITPR2_RAT	Inositol 1,4,5-trisphosphate-gated calcium channel ITPR2 (IP3 receptor isoform 2) (IP3R 2) (InsP3R2) (Inositol 1,4,5-trisphosphate receptor type 2) (Type 2 inositol 1,4,5-trisphosphate receptor) (Type 2 InsP3 receptor)
EMAL4_HUMAN	Q9HC35	reviewed	EMAL4_HUMAN	Echinoderm microtubule-associated protein-like 4 (EMAP-4) (Restrictedly overexpressed proliferation-associated protein) (Ropp 120)
MSTO1_HUMAN	Q9BUK6	reviewed	MSTO1_HUMAN	Protein misato homolog 1
